data_set,Ants_number,Alpha,Beta,Evaporate_rate,Random_rate,nbr_iterations,cost,time
data/bays29.tsp,3,7.4,4.5,0.42,0.39,9,2038.0,0.34178590774536133
data/bays29.tsp,4,8.0,9.4,0.94,0.36,7,2149.0,0.23286843299865723
data/bays29.tsp,6,8.9,4.5,0.57,0.89,4,2151.0,0.20188379287719727
data/bays29.tsp,5,8.0,5.5,0.37,0.35,8,2054.0,0.6646177768707275
data/bays29.tsp,6,7.8,6.2,0.53,0.76,1,2309.0,0.07095932960510254
data/bays29.tsp,5,9.3,6.6,0.44,0.23,3,2180.0,0.1999068260192871
data/bays29.tsp,3,1.1,1.6,0.94,0.64,1,2268.0,0.02396559715270996
data/bays29.tsp,6,6.1,2.0,0.67,0.92,4,2141.0,0.5497050285339355
data/bays29.tsp,3,3.9,2.1,0.83,0.72,1,2312.0,0.02596592903137207
data/bays29.tsp,8,6.4,1.0,0.74,0.12,6,2145.0,1.077383279800415
data/bays29.tsp,6,3.0,7.7,0.94,0.77,9,2054.0,1.0754048824310303
data/bays29.tsp,4,8.5,8.1,0.83,0.76,9,2112.0,0.3048257827758789
data/bays29.tsp,4,7.9,8.9,0.91,0.16,4,2160.0,0.10793852806091309
data/bays29.tsp,2,9.5,5.0,0.35,0.09,4,2145.0,0.05696725845336914
data/bays29.tsp,3,3.8,3.5,0.05,0.63,9,2000.0,0.258852481842041
data/bays29.tsp,7,8.9,6.0,0.84,0.11,4,2106.0,0.7415757179260254
data/bays29.tsp,7,3.4,7.6,0.59,0.4,9,2000.0,1.1613357067108154
data/bays29.tsp,7,8.6,6.3,0.16,0.91,2,2141.0,0.10094213485717773
data/bays29.tsp,8,4.7,6.0,0.7,0.7,5,2054.0,1.0703880786895752
data/bays29.tsp,6,2.2,1.2,0.47,0.76,4,2205.0,0.2908334732055664
data/bays29.tsp,2,2.2,0.5,0.19,0.18,9,2151.0,0.18689322471618652
data/bays29.tsp,3,2.7,4.8,0.49,0.34,6,2141.0,0.2118978500366211
data/bays29.tsp,4,9.3,1.8,0.09,0.29,2,2285.0,0.05794668197631836
data/bays29.tsp,3,2.3,9.0,0.51,0.18,1,2335.0,0.0319819450378418
data/bays29.tsp,6,2.5,1.8,0.83,0.36,10,2000.0,1.2862639427185059
data/bays29.tsp,6,1.7,1.0,0.8,0.93,2,2138.0,0.25487470626831055
data/bays29.tsp,4,1.3,1.4,0.14,0.67,10,2000.0,0.5976407527923584
data/bays29.tsp,2,1.7,2.3,0.1,0.29,3,2141.0,0.05096697807312012
data/bays29.tsp,7,4.6,2.2,0.62,0.85,5,2132.0,0.8585097789764404
data/bays29.tsp,4,4.2,7.8,0.11,0.88,5,2076.0,0.17491936683654785
data/bays29.tsp,7,7.8,5.3,0.89,0.55,9,2033.0,1.588071584701538
data/bays29.tsp,6,0.3,9.5,0.62,0.27,4,2141.0,0.47723889350891113
data/bays29.tsp,8,8.7,6.0,0.67,0.16,5,2160.0,2.1277949810028076
data/bays29.tsp,2,4.4,5.3,0.84,0.95,10,2109.0,0.13890814781188965
data/bays29.tsp,7,2.4,5.1,0.55,0.61,9,2040.0,1.147040843963623
data/bays29.tsp,6,1.6,2.1,0.82,0.95,8,2145.0,0.49773263931274414
data/bays29.tsp,5,3.6,3.2,0.17,0.37,5,2151.0,0.22387170791625977
data/bays29.tsp,2,5.5,6.1,0.84,0.6,5,2091.0,0.06596207618713379
data/bays29.tsp,3,3.3,3.0,0.87,0.62,6,2037.0,0.15589499473571777
data/bays29.tsp,2,2.3,2.0,0.58,0.26,1,2106.0,0.01698923110961914
data/bays29.tsp,8,4.1,2.8,0.3,0.72,3,2205.0,0.23586273193359375
data/bays29.tsp,5,1.3,4.1,0.31,0.73,2,2149.0,0.09496617317199707
data/bays29.tsp,4,8.4,2.1,0.62,0.91,6,2132.0,0.2128582000732422
data/bays29.tsp,4,2.2,2.9,0.36,0.87,6,2076.0,0.2808399200439453
data/bays29.tsp,8,0.7,3.5,0.78,0.28,2,2149.0,0.4387481212615967
data/bays29.tsp,6,4.6,1.4,0.83,0.25,8,2106.0,1.8119642734527588
data/bays29.tsp,8,2.1,1.5,0.33,0.59,2,2309.0,0.20588231086730957
data/bays29.tsp,8,6.6,4.3,0.26,0.08,1,2160.0,0.39177536964416504
data/bays29.tsp,2,9.0,4.1,0.71,0.48,7,2160.0,0.11495471000671387
data/bays29.tsp,8,3.8,4.9,0.18,0.73,6,2000.0,1.1863210201263428
data/bays29.tsp,6,5.4,5.6,0.28,0.32,3,2168.0,0.2248518466949463
data/bays29.tsp,2,6.4,6.8,0.62,0.82,6,2071.0,0.08498215675354004
data/bays29.tsp,7,7.1,4.5,0.58,0.72,3,1966.0,0.2797811031341553
data/bays29.tsp,8,9.4,4.1,0.26,0.58,2,2243.0,0.31181859970092773
data/bays29.tsp,2,5.4,6.1,0.49,0.58,6,2106.0,0.08894896507263184
data/bays29.tsp,4,4.5,4.6,0.85,0.84,5,2000.0,0.23486566543579102
data/bays29.tsp,4,6.7,2.0,0.93,0.49,2,2068.0,0.07897472381591797
data/bays29.tsp,3,6.2,1.0,0.76,0.72,8,2031.0,0.21987438201904297
data/bays29.tsp,8,4.4,9.2,0.26,0.31,4,2145.0,0.7095942497253418
data/bays29.tsp,2,0.4,3.7,0.92,0.41,10,2071.0,0.19189047813415527
data/bays29.tsp,3,8.3,2.7,0.54,0.35,9,2203.0,0.2788200378417969
data/bays29.tsp,7,5.2,9.5,0.68,0.84,7,1966.0,0.6526274681091309
data/bays29.tsp,3,2.9,0.3,0.24,0.81,2,2166.0,0.05797004699707031
data/bays29.tsp,3,2.1,1.1,0.18,0.72,10,2054.0,0.3268134593963623
data/bays29.tsp,5,8.5,2.6,0.82,0.83,4,2273.0,0.4797232151031494
data/bays29.tsp,4,6.8,4.6,0.73,0.08,6,2000.0,0.17389988899230957
data/bays29.tsp,8,2.7,2.3,0.37,0.81,3,2049.0,0.840538740158081
data/bays29.tsp,3,2.9,2.1,0.26,0.8,2,2160.0,0.05594778060913086
data/bays29.tsp,8,3.4,2.7,0.12,0.19,9,2141.0,2.1238062381744385
data/bays29.tsp,4,5.9,1.9,0.78,0.34,8,2002.0,0.31979918479919434
data/bays29.tsp,5,5.1,1.1,0.8,0.65,3,2324.0,0.23686480522155762
data/bays29.tsp,6,8.9,0.8,0.08,0.73,8,2106.0,0.8265454769134521
data/bays29.tsp,8,4.9,7.7,0.07,0.67,8,2145.0,1.2402739524841309
data/bays29.tsp,6,0.7,6.5,0.1,0.95,9,2000.0,0.9104788303375244
data/bays29.tsp,6,7.4,1.5,0.49,0.95,1,2477.0,0.16989970207214355
data/bays29.tsp,8,0.6,5.9,0.61,0.31,7,2151.0,1.4821715354919434
data/bays29.tsp,8,7.1,4.3,0.33,0.52,10,2000.0,1.3202261924743652
data/bays29.tsp,6,3.1,1.8,0.21,0.38,6,2151.0,0.42175889015197754
data/bays29.tsp,3,4.1,7.5,0.75,0.26,1,2151.0,0.02300548553466797
data/bays29.tsp,7,7.9,1.0,0.68,0.87,3,2166.0,0.13590216636657715
data/bays29.tsp,8,9.0,8.1,0.77,0.61,5,2059.0,0.732581377029419
data/bays29.tsp,2,0.5,0.3,0.85,0.51,5,2138.0,0.07195854187011719
data/bays29.tsp,8,5.9,4.1,0.07,0.44,4,2151.0,0.3408055305480957
data/bays29.tsp,4,1.6,0.8,0.93,0.5,8,2051.0,0.3488006591796875
data/bays29.tsp,4,4.0,1.0,0.16,0.67,1,2355.0,0.0399775505065918
data/bays29.tsp,7,1.9,5.6,0.43,0.79,4,2040.0,0.19489073753356934
data/bays29.tsp,4,4.3,1.2,0.54,0.09,7,2151.0,1.0503973960876465
data/bays29.tsp,8,4.9,2.2,0.35,0.37,2,2243.0,0.3727872371673584
data/bays29.tsp,4,7.2,4.1,0.73,0.93,5,2000.0,0.22287321090698242
data/bays29.tsp,2,8.8,4.4,0.95,0.95,1,2192.0,0.022005796432495117
data/bays29.tsp,4,2.5,7.2,0.72,0.8,9,2106.0,0.47071075439453125
data/bays29.tsp,3,1.9,6.5,0.73,0.84,8,2165.0,0.31484103202819824
data/bays29.tsp,4,8.6,6.4,0.7,0.21,3,2228.0,0.09392619132995605
data/bays29.tsp,6,8.2,8.6,0.8,0.48,7,2027.0,1.055396556854248
data/bays29.tsp,3,8.1,4.8,0.56,0.88,4,2000.0,0.12292885780334473
data/bays29.tsp,4,2.3,5.3,0.27,0.19,8,2141.0,0.4127640724182129
data/bays29.tsp,7,3.3,4.3,0.72,0.77,1,2335.0,0.18389511108398438
data/bays29.tsp,4,0.6,6.6,0.07,0.81,3,2238.0,0.16890335083007812
data/bays29.tsp,4,8.0,8.7,0.66,0.67,8,2178.0,0.3867981433868408
data/bays29.tsp,2,3.8,4.4,0.61,0.93,3,2149.0,0.043955326080322266
data/bays29.tsp,5,7.8,0.1,0.14,0.71,3,2303.0,0.10794353485107422
data/bays29.tsp,7,0.8,3.3,0.34,0.82,7,2000.0,0.754565954208374
data/bays29.tsp,5,0.2,0.4,0.94,0.91,6,2032.0,0.3767843246459961
data/bays29.tsp,8,4.2,2.9,0.45,0.22,8,2106.0,2.8923630714416504
data/bays29.tsp,3,6.2,2.3,0.1,0.88,7,2106.0,0.23784399032592773
data/bays29.tsp,3,2.9,3.4,0.85,0.38,7,1918.0,0.24386048316955566
data/bays29.tsp,3,6.1,7.3,0.8,0.84,9,2086.0,0.2888357639312744
data/bays29.tsp,4,5.2,5.1,0.69,0.48,1,2292.0,0.0699605941772461
data/bays29.tsp,3,1.3,4.5,0.95,0.16,10,2000.0,0.2598707675933838
data/bays29.tsp,3,4.8,8.9,0.72,0.48,3,2151.0,0.08694982528686523
data/bays29.tsp,3,0.8,3.8,0.91,0.26,9,2054.0,0.25985193252563477
data/bays29.tsp,4,3.6,6.4,0.25,0.06,6,2145.0,0.281818151473999
data/bays29.tsp,2,3.1,6.4,0.74,0.12,5,2160.0,0.07496023178100586
data/bays29.tsp,8,7.3,8.4,0.13,0.12,8,2000.0,2.5455410480499268
data/bays29.tsp,4,0.5,9.0,0.5,0.58,9,2148.0,0.44974613189697266
data/bays29.tsp,4,0.3,0.7,0.64,0.21,3,2168.0,0.12294745445251465
data/bays29.tsp,6,4.6,0.3,0.43,0.85,2,2049.0,0.1289064884185791
data/bays29.tsp,7,5.8,5.6,0.34,0.36,2,2160.0,0.17190170288085938
data/bays29.tsp,3,6.2,6.0,0.36,0.26,8,2175.0,0.2118985652923584
data/bays29.tsp,7,0.2,9.5,0.79,0.92,6,2145.0,0.6116499900817871
data/bays29.tsp,3,0.8,1.4,0.49,0.48,2,2285.0,0.10192346572875977
data/bays29.tsp,5,1.1,2.3,0.17,0.48,1,2151.0,0.038979291915893555
data/bays29.tsp,5,6.6,2.8,0.57,0.79,1,2316.0,0.032997846603393555
data/bays29.tsp,8,3.2,3.5,0.35,0.32,2,2145.0,0.6236245632171631
data/bays29.tsp,7,2.4,3.0,0.09,0.53,5,2106.0,0.701601505279541
data/bays29.tsp,6,2.0,0.4,0.32,0.05,2,2267.0,0.15892553329467773
data/bays29.tsp,6,3.6,7.4,0.33,0.28,7,2106.0,0.8265073299407959
data/bays29.tsp,7,6.1,8.9,0.13,0.17,8,2000.0,0.9514579772949219
data/bays29.tsp,8,2.2,3.1,0.78,0.42,10,2000.0,2.1448893547058105
data/bays29.tsp,5,5.6,4.0,0.49,0.67,3,2180.0,0.20788025856018066
data/bays29.tsp,4,9.4,7.3,0.5,0.28,4,2149.0,0.16990232467651367
data/bays29.tsp,6,7.9,3.0,0.68,0.12,1,2160.0,0.049971580505371094
data/bays29.tsp,2,2.6,5.9,0.12,0.44,6,2040.0,0.10194253921508789
data/bays29.tsp,5,8.8,8.9,0.62,0.84,2,2145.0,0.23888301849365234
data/bays29.tsp,2,8.1,5.4,0.41,0.93,7,2165.0,0.1309053897857666
data/bays29.tsp,8,2.2,5.8,0.22,0.23,7,2149.0,1.8569378852844238
data/bays29.tsp,5,6.0,8.9,0.06,0.81,9,2149.0,0.5806691646575928
data/bays29.tsp,4,7.5,7.7,0.27,0.58,1,2040.0,0.054967403411865234
data/bays29.tsp,3,4.2,9.1,0.16,0.69,1,2314.0,0.024985313415527344
data/bays29.tsp,6,1.3,4.1,0.38,0.83,3,2151.0,0.23287129402160645
data/bays29.tsp,4,2.1,0.1,0.85,0.76,8,2219.0,0.37877964973449707
data/bays29.tsp,6,5.8,9.4,0.46,0.26,2,2165.0,0.37378621101379395
data/bays29.tsp,4,4.1,1.9,0.78,0.81,6,2149.0,0.48174428939819336
data/bays29.tsp,3,3.3,8.0,0.09,0.44,3,2228.0,0.10192370414733887
data/bays29.tsp,7,5.6,2.7,0.2,0.27,3,2205.0,0.6476302146911621
data/bays29.tsp,5,6.5,1.0,0.44,0.24,2,2309.0,0.10695505142211914
data/bays29.tsp,4,6.5,3.6,0.94,0.43,4,2145.0,0.16488909721374512
data/bays29.tsp,7,5.8,2.0,0.23,0.05,6,2000.0,0.7165899276733398
data/bays29.tsp,5,6.4,7.6,0.53,0.17,8,2148.0,0.6496255397796631
data/bays29.tsp,6,5.8,0.3,0.05,0.25,5,2171.0,0.4187805652618408
data/bays29.tsp,2,3.6,0.1,0.17,0.24,9,1982.0,0.22385168075561523
data/bays29.tsp,3,0.7,5.9,0.32,0.89,7,2149.0,0.21687674522399902
data/bays29.tsp,8,2.5,2.8,0.22,0.29,6,2165.0,0.8555305004119873
data/bays29.tsp,4,5.5,3.4,0.6,0.13,6,2000.0,0.31180429458618164
data/bays29.tsp,5,8.3,8.9,0.69,0.38,10,2106.0,0.8125340938568115
data/bays29.tsp,5,5.4,2.0,0.89,0.64,6,2040.0,0.29582977294921875
data/bays29.tsp,2,5.8,6.8,0.08,0.21,5,2145.0,0.10595893859863281
data/bays29.tsp,5,2.3,1.2,0.55,0.65,8,2038.0,0.7055764198303223
data/bays29.tsp,5,3.5,4.8,0.78,0.54,3,2049.0,0.1819162368774414
data/bays29.tsp,2,7.0,3.3,0.31,0.33,2,2000.0,0.028963804244995117
data/bays29.tsp,2,3.6,0.8,0.25,0.7,3,2145.0,0.03997659683227539
data/bays29.tsp,7,6.0,1.2,0.36,0.61,6,2141.0,0.9454596042633057
data/bays29.tsp,6,7.9,4.4,0.55,0.76,8,2049.0,1.1733291149139404
data/bays29.tsp,6,7.6,4.7,0.9,0.64,5,2002.0,0.44076108932495117
data/bays29.tsp,8,2.1,1.6,0.67,0.13,5,2106.0,0.7795455455780029
data/bays29.tsp,2,5.7,4.4,0.44,0.8,9,2040.0,0.16190290451049805
data/bays29.tsp,6,4.6,5.4,0.1,0.62,6,2149.0,1.0354278087615967
data/bays29.tsp,6,5.5,7.1,0.33,0.14,8,2000.0,1.0144000053405762
data/bays29.tsp,7,3.3,4.3,0.17,0.61,8,2138.0,1.211308479309082
data/bays29.tsp,7,4.5,0.4,0.19,0.13,8,2160.0,0.926469087600708
data/bays29.tsp,2,2.7,4.0,0.71,0.59,6,2000.0,0.09095072746276855
data/bays29.tsp,8,4.4,7.7,0.1,0.56,3,2168.0,0.3288092613220215
data/bays29.tsp,8,0.1,5.9,0.81,0.19,9,2175.0,1.4421751499176025
data/bays29.tsp,8,9.3,8.8,0.78,0.35,6,2000.0,1.2533032894134521
data/bays29.tsp,8,0.3,4.8,0.84,0.56,2,2000.0,0.14789533615112305
data/bays29.tsp,3,1.2,4.1,0.2,0.63,5,2049.0,0.15391230583190918
data/bays29.tsp,7,8.8,8.5,0.06,0.89,3,2038.0,0.6196458339691162
data/bays29.tsp,2,6.2,3.8,0.26,0.18,9,2106.0,0.13991975784301758
data/bays29.tsp,4,3.5,2.0,0.2,0.65,9,2038.0,0.3468046188354492
data/bays29.tsp,2,5.4,6.5,0.15,0.94,3,2168.0,0.05896615982055664
data/bays29.tsp,4,1.3,5.9,0.95,0.49,8,2151.0,0.4827241897583008
data/bays29.tsp,7,6.2,1.3,0.94,0.13,5,2145.0,0.7765529155731201
data/bays29.tsp,7,4.6,5.7,0.15,0.67,3,2145.0,0.30782365798950195
data/bays29.tsp,6,1.2,7.5,0.87,0.9,3,2059.0,0.32083725929260254
data/bays29.tsp,8,1.6,3.6,0.07,0.61,6,2000.0,0.7665607929229736
data/bays29.tsp,4,3.1,1.8,0.62,0.73,9,2130.0,0.3727695941925049
data/bays29.tsp,4,2.6,2.6,0.29,0.9,2,2228.0,0.1289234161376953
data/bays29.tsp,5,4.4,9.2,0.91,0.61,5,2160.0,0.2988295555114746
data/bays29.tsp,7,0.2,0.4,0.6,0.88,3,2051.0,0.3078269958496094
data/bays29.tsp,3,3.0,5.0,0.1,0.29,10,2151.0,0.37778353691101074
data/bays29.tsp,2,4.6,3.2,0.91,0.41,3,2327.0,0.06896042823791504
data/bays29.tsp,6,8.1,3.8,0.58,0.33,3,2228.0,0.24785614013671875
data/bays29.tsp,7,0.7,7.5,0.27,0.12,4,2141.0,0.38577866554260254
data/bays29.tsp,3,5.5,4.6,0.92,0.68,9,2061.0,0.27684473991394043
data/bays29.tsp,4,5.3,6.5,0.19,0.13,5,2106.0,0.5217010974884033
data/bays29.tsp,4,0.1,3.2,0.55,0.27,9,2000.0,0.7725987434387207
data/bays29.tsp,8,3.5,6.7,0.87,0.61,6,2000.0,1.4404842853546143
data/bays29.tsp,4,0.4,6.4,0.57,0.86,2,2309.0,0.06594133377075195
data/bays29.tsp,4,3.1,1.3,0.2,0.91,1,2141.0,0.021987438201904297
data/bays29.tsp,8,0.9,0.4,0.62,0.14,9,2141.0,1.8979182243347168
data/bays29.tsp,5,5.2,7.2,0.43,0.59,8,2149.0,0.6896049976348877
data/bays29.tsp,5,0.1,9.5,0.32,0.29,2,2180.0,0.10294151306152344
data/bays29.tsp,8,0.5,3.0,0.24,0.13,3,2165.0,0.314816951751709
data/bays29.tsp,8,6.0,8.1,0.57,0.75,8,2054.0,2.5715324878692627
data/bays29.tsp,5,3.7,1.6,0.18,0.41,6,2106.0,0.3637888431549072
data/bays29.tsp,5,0.3,3.6,0.62,0.1,5,2141.0,0.3747854232788086
data/bays29.tsp,6,3.7,7.3,0.51,0.67,9,2141.0,0.7195887565612793
data/bays29.tsp,7,5.1,0.3,0.75,0.45,2,2209.0,0.11193585395812988
data/bays29.tsp,6,9.0,6.7,0.49,0.94,6,2132.0,0.8005447387695312
data/bays29.tsp,5,8.9,7.4,0.93,0.93,2,2250.0,0.11593317985534668
data/bays29.tsp,4,5.1,6.0,0.84,0.48,8,2175.0,0.468733549118042
data/bays29.tsp,4,9.2,1.5,0.26,0.25,7,2000.0,0.4747276306152344
data/bays29.tsp,4,3.2,8.2,0.35,0.73,8,2106.0,0.2908308506011963
data/bays29.tsp,4,1.8,5.5,0.89,0.08,9,2000.0,0.4087660312652588
data/bays29.tsp,8,5.3,0.4,0.44,0.65,10,2107.0,0.905482292175293
data/bays29.tsp,7,2.0,7.7,0.71,0.41,8,2180.0,1.2033121585845947
data/bays29.tsp,2,0.4,3.8,0.95,0.79,9,2040.0,0.13592219352722168
data/bays29.tsp,6,1.4,4.1,0.82,0.69,6,2000.0,0.33980607986450195
data/bays29.tsp,4,6.2,4.5,0.87,0.93,5,2145.0,0.32281494140625
data/bays29.tsp,3,7.9,0.5,0.68,0.06,6,2000.0,0.10893774032592773
data/bays29.tsp,8,2.4,3.2,0.52,0.67,8,2000.0,1.326244831085205
data/bays29.tsp,4,7.3,6.5,0.92,0.15,6,2081.0,0.276841402053833
data/bays29.tsp,4,3.1,5.0,0.28,0.56,6,1966.0,0.3108210563659668
data/bays29.tsp,2,3.0,3.9,0.32,0.92,9,2160.0,0.14691567420959473
data/bays29.tsp,2,9.0,3.0,0.56,0.06,4,2165.0,0.05696749687194824
data/bays29.tsp,2,4.9,8.7,0.89,0.43,1,2243.0,0.029983043670654297
data/bays29.tsp,8,2.9,7.9,0.61,0.17,7,2000.0,1.1643311977386475
data/bays29.tsp,8,3.3,0.9,0.41,0.46,2,2049.0,0.724585771560669
data/bays29.tsp,2,0.3,1.4,0.14,0.86,5,2145.0,0.06796097755432129
data/bays29.tsp,2,2.9,0.2,0.9,0.64,2,2263.0,0.035979270935058594
data/bays29.tsp,4,0.7,3.1,0.8,0.56,1,2314.0,0.037978410720825195
data/bays29.tsp,7,3.4,6.5,0.27,0.35,2,2106.0,0.1599116325378418
data/bays29.tsp,4,0.1,0.5,0.94,0.72,10,2071.0,0.5167045593261719
data/bays29.tsp,5,5.0,2.0,0.37,0.32,2,2160.0,0.09993982315063477
data/bays29.tsp,3,2.6,7.5,0.77,0.69,6,2138.0,0.22087693214416504
data/bays29.tsp,4,2.3,5.9,0.56,0.67,5,2130.0,0.29982829093933105
data/bays29.tsp,6,1.5,3.5,0.71,0.59,2,2160.0,0.26185035705566406
data/bays29.tsp,7,9.2,8.5,0.43,0.75,6,2145.0,1.3542253971099854
data/bays29.tsp,2,3.3,0.6,0.15,0.25,4,2165.0,0.05896639823913574
data/bays29.tsp,8,7.7,3.8,0.55,0.11,8,2000.0,1.774982213973999
data/bays29.tsp,3,7.8,9.5,0.44,0.29,7,2145.0,0.2039036750793457
data/bays29.tsp,6,4.8,8.4,0.69,0.62,8,2106.0,0.602637767791748
data/bays29.tsp,3,1.9,3.5,0.88,0.44,5,2145.0,0.15091276168823242
data/bays29.tsp,2,2.9,8.9,0.3,0.29,4,2038.0,0.06895995140075684
data/bays29.tsp,8,1.2,2.7,0.34,0.19,3,2160.0,0.6556253433227539
data/bays29.tsp,2,2.9,6.1,0.74,0.87,6,2130.0,0.10793781280517578
data/bays29.tsp,2,8.8,7.9,0.52,0.79,9,2109.0,0.17290115356445312
data/bays29.tsp,2,8.4,3.6,0.17,0.75,4,2000.0,0.06896042823791504
data/bays29.tsp,2,2.1,1.2,0.5,0.81,8,2106.0,0.12093138694763184
data/bays29.tsp,3,5.6,6.7,0.09,0.17,1,2314.0,0.04497480392456055
data/bays29.tsp,7,1.8,6.1,0.9,0.74,8,2000.0,1.3262417316436768
data/bays29.tsp,3,1.2,5.9,0.15,0.8,5,1966.0,0.12492775917053223
data/bays29.tsp,8,7.9,7.0,0.24,0.08,7,2160.0,0.9644663333892822
data/bays29.tsp,2,4.6,1.7,0.5,0.31,3,2243.0,0.04297494888305664
data/bays29.tsp,3,5.3,5.9,0.12,0.35,9,2148.0,0.2308504581451416
data/bays29.tsp,3,4.0,2.1,0.84,0.69,1,2315.0,0.022986888885498047
data/bays29.tsp,6,0.5,7.4,0.15,0.45,4,2141.0,0.5726726055145264
data/bays29.tsp,4,4.8,1.0,0.34,0.33,3,2267.0,0.14391756057739258
data/bays29.tsp,6,3.2,7.8,0.6,0.64,1,2149.0,0.06396245956420898
data/bays29.tsp,8,8.5,6.7,0.69,0.12,10,2106.0,1.825956106185913
data/bays29.tsp,5,8.5,8.6,0.8,0.53,9,2141.0,0.5826668739318848
data/bays29.tsp,2,5.5,2.5,0.53,0.72,6,1966.0,0.10693860054016113
data/bays29.tsp,4,5.8,3.3,0.06,0.22,7,2149.0,0.5047104358673096
data/bays29.tsp,8,8.2,3.4,0.18,0.33,9,2106.0,1.5341200828552246
data/bays29.tsp,4,5.8,2.1,0.21,0.61,3,2165.0,0.09794378280639648
data/bays29.tsp,8,5.2,1.7,0.54,0.21,1,2285.0,0.11995196342468262
data/bays29.tsp,7,8.1,6.1,0.75,0.26,1,2145.0,0.22487139701843262
data/bays29.tsp,8,0.5,9.0,0.13,0.34,2,2160.0,0.29581332206726074
data/bays29.tsp,5,5.7,0.9,0.72,0.84,1,2359.0,0.09594583511352539
data/bays29.tsp,6,0.8,8.9,0.81,0.1,5,2106.0,0.2528722286224365
data/bays29.tsp,2,2.6,4.2,0.71,0.13,10,2141.0,0.15191292762756348
data/bays29.tsp,7,2.9,9.4,0.53,0.83,3,2145.0,0.18889212608337402
data/bays29.tsp,7,8.2,1.7,0.76,0.66,8,2081.0,0.8315069675445557
data/bays29.tsp,6,4.0,4.2,0.71,0.34,7,2076.0,0.6856076717376709
data/bays29.tsp,8,2.3,3.0,0.72,0.66,10,2145.0,1.803985595703125
data/bays29.tsp,2,4.2,0.9,0.06,0.53,4,2000.0,0.05596804618835449
data/bays29.tsp,6,2.3,7.1,0.67,0.75,8,2141.0,0.46271467208862305
data/bays29.tsp,8,3.6,3.7,0.37,0.78,4,2165.0,0.44974279403686523
data/bays29.tsp,7,3.9,4.4,0.25,0.63,2,2141.0,0.17789793014526367
data/bays29.tsp,7,7.3,6.9,0.53,0.37,7,2165.0,0.851513147354126
data/bays29.tsp,8,6.7,8.5,0.37,0.28,6,2151.0,0.938467264175415
data/bays29.tsp,4,4.7,5.0,0.9,0.14,3,2000.0,0.1389164924621582
data/bays29.tsp,6,1.8,3.8,0.21,0.63,6,2141.0,0.5806882381439209
data/bays29.tsp,5,6.9,4.2,0.27,0.41,1,2151.0,0.08295249938964844
data/bays29.tsp,5,4.4,7.7,0.86,0.85,7,2000.0,0.5856475830078125
data/bays29.tsp,2,7.1,3.2,0.68,0.82,10,2145.0,0.17789816856384277
data/bays29.tsp,7,8.0,8.1,0.14,0.29,8,2149.0,1.3752110004425049
data/bays29.tsp,3,2.0,6.5,0.76,0.12,8,2168.0,0.1559312343597412
data/bays29.tsp,4,7.7,3.9,0.15,0.63,9,2160.0,0.46573352813720703
data/bays29.tsp,4,0.4,2.1,0.3,0.76,7,2054.0,0.2878150939941406
data/bays29.tsp,7,8.7,8.1,0.95,0.87,6,2078.0,0.508709192276001
data/bays29.tsp,7,6.1,9.2,0.85,0.29,3,2285.0,0.3288121223449707
data/bays29.tsp,3,1.1,6.6,0.89,0.06,3,2000.0,0.06896042823791504
data/bays29.tsp,2,8.7,0.6,0.71,0.27,10,2000.0,0.13192439079284668
data/bays29.tsp,4,4.2,8.9,0.2,0.39,2,2175.0,0.08495116233825684
data/bays29.tsp,7,8.4,1.5,0.47,0.94,5,2175.0,0.671637773513794
data/bays29.tsp,4,0.6,1.1,0.94,0.82,10,2076.0,0.5326941013336182
data/bays29.tsp,7,4.0,7.3,0.66,0.21,1,2160.0,0.10394072532653809
data/bays29.tsp,4,3.1,2.9,0.27,0.43,8,2160.0,0.3248145580291748
data/bays29.tsp,3,1.3,2.3,0.49,0.45,4,2160.0,0.11093640327453613
data/bays29.tsp,8,4.0,8.3,0.17,0.66,8,2054.0,1.3292195796966553
data/bays29.tsp,7,2.5,8.1,0.79,0.91,8,2054.0,1.0384094715118408
data/bays29.tsp,6,2.6,8.1,0.57,0.56,9,2106.0,0.8685033321380615
data/bays29.tsp,2,0.3,8.4,0.41,0.52,5,2149.0,0.08495140075683594
data/bays29.tsp,7,3.3,5.0,0.29,0.2,3,2180.0,0.5316958427429199
data/bays29.tsp,7,1.3,0.6,0.07,0.13,3,2165.0,0.7405760288238525
data/bays29.tsp,3,0.5,7.4,0.67,0.21,10,2130.0,0.2928321361541748
data/bays29.tsp,3,2.4,5.2,0.58,0.58,3,2228.0,0.08994865417480469
data/bays29.tsp,6,1.6,2.4,0.21,0.76,1,2309.0,0.09694480895996094
data/bays29.tsp,6,7.5,7.9,0.29,0.39,4,2145.0,0.5187029838562012
data/bays29.tsp,6,5.1,2.1,0.35,0.15,1,2335.0,0.12792611122131348
data/bays29.tsp,4,2.9,4.0,0.29,0.06,7,2145.0,0.25687074661254883
data/bays29.tsp,5,5.3,3.1,0.48,0.05,3,2000.0,0.12692785263061523
data/bays29.tsp,2,3.9,6.0,0.52,0.2,10,2106.0,0.13989949226379395
data/bays29.tsp,2,6.2,7.0,0.22,0.11,2,2228.0,0.03497958183288574
data/bays29.tsp,7,8.6,6.7,0.74,0.14,6,2000.0,1.0474214553833008
data/bays29.tsp,5,2.4,6.6,0.59,0.92,6,2160.0,0.36177635192871094
